   0.0000000e+00   4.2787787e-01  -3.0053809e-01   1.2263257e-01  -4.5777560e-04  -7.1773992e-01   1.1219671e-03  -1.7007284e-02  -2.5717975e-04   1.3624292e-01  -1.8478425e-03   4.2924141e-03   2.6970235e-05
   2.5000000e-03   4.1324398e-01  -2.8901554e-01   1.2260558e-01  -5.7850856e-04  -7.1768382e-01   3.1276397e-03  -1.7020143e-02  -2.6099913e-04   1.3615053e-01  -4.4628191e-03   4.2937627e-03   2.8058729e-05
   5.0000000e-03   3.9910284e-01  -2.7781823e-01   1.2257337e-01  -6.9746231e-04  -7.1752744e-01   4.9783141e-03  -1.7033193e-02  -2.6448402e-04   1.3592738e-01  -7.0224964e-03   4.2951656e-03   2.9074020e-05
   7.5000000e-03   3.8544471e-01  -2.6694008e-01   1.2253599e-01  -8.1465149e-04  -7.1727852e-01   6.6806000e-03  -1.7046417e-02  -2.6764916e-04   1.3557626e-01  -9.5278476e-03   4.2966193e-03   3.0018263e-05
   1.0000000e-02   3.7230350e-01  -2.5640402e-01   1.2249302e-01  -9.2992428e-04  -7.1694449e-01   8.2413729e-03  -1.7059800e-02  -2.7050968e-04   1.3509987e-01  -1.1979976e-02   4.2981202e-03   3.0893814e-05
   1.2500000e-02   3.5981620e-01  -2.4630150e-01   1.2244282e-01  -1.0427090e-03  -7.1653243e-01   9.6686871e-03  -1.7073325e-02  -2.7308302e-04   1.3450087e-01  -1.4380282e-02   4.2996649e-03   3.1703572e-05
   1.5000000e-02   3.4779948e-01  -2.3651126e-01   1.2238731e-01  -1.1536584e-03  -7.1604899e-01   1.0968867e-02  -1.7086979e-02  -2.7538305e-04   1.3378186e-01  -1.6729896e-02   4.3012501e-03   3.2449847e-05
   1.7500000e-02   3.3608794e-01  -2.2692358e-01   1.2232834e-01  -1.2634145e-03  -7.1550055e-01   1.2146697e-02  -1.7100748e-02  -2.7742053e-04   1.3294536e-01  -1.9029717e-02   4.3028726e-03   3.3134438e-05
   2.0000000e-02   3.2510227e-01  -2.1781768e-01   1.2226095e-01  -1.3702507e-03  -7.1489321e-01   1.3210678e-02  -1.7114619e-02  -2.7921352e-04   1.3199388e-01  -2.1281401e-02   4.3045293e-03   3.3760615e-05
   2.2500000e-02   3.1438654e-01  -2.0889078e-01   1.2219036e-01  -1.4759724e-03  -7.1423268e-01   1.4165142e-02  -1.7128580e-02  -2.8077172e-04   1.3092981e-01  -2.3485862e-02   4.3062173e-03   3.4330120e-05
   2.5000000e-02   3.0415388e-01  -2.0028416e-01   1.2211403e-01  -1.5796926e-03  -7.1352442e-01   1.5016269e-02  -1.7142619e-02  -2.8210843e-04   1.2975552e-01  -2.5644410e-02   4.3079338e-03   3.4845442e-05
   2.7500000e-02   2.9439935e-01  -1.9199378e-01   1.2203186e-01  -1.6813734e-03  -7.1277361e-01   1.5770116e-02  -1.7156724e-02  -2.8323665e-04   1.2847330e-01  -2.7758362e-02   4.3096761e-03   3.5309057e-05
   3.0000000e-02   2.8489282e-01  -1.8386733e-01   1.2194665e-01  -1.7819912e-03  -7.1198511e-01   1.6430627e-02  -1.7170886e-02  -2.8416510e-04   1.2708538e-01  -2.9828686e-02   4.3114415e-03   3.5722696e-05
   3.2500000e-02   2.7594118e-01  -1.7610660e-01   1.2185451e-01  -1.8801777e-03  -7.1116358e-01   1.7004398e-02  -1.7185094e-02  -2.8490772e-04   1.2559395e-01  -3.1856861e-02   4.3132277e-03   3.6089086e-05
   3.5000000e-02   2.6735198e-01  -1.6858366e-01   1.2175773e-01  -1.9767358e-03  -7.1031336e-01   1.7496238e-02  -1.7199339e-02  -2.8547483e-04   1.2400110e-01  -3.3844067e-02   4.3150321e-03   3.6410315e-05
   3.7500000e-02   2.5907919e-01  -1.6126779e-01   1.2165686e-01  -2.0718563e-03  -7.0943855e-01   1.7910480e-02  -1.7213613e-02  -2.8587574e-04   1.2230890e-01  -3.5791419e-02   4.3168526e-03   3.6688322e-05
   4.0000000e-02   2.5115402e-01  -1.5417875e-01   1.2155146e-01  -2.1653787e-03  -7.0854302e-01   1.8251667e-02  -1.7227907e-02  -2.8612015e-04   1.2051933e-01  -3.7700092e-02   4.3186871e-03   3.6925129e-05
   4.2500000e-02   2.4367171e-01  -1.4737682e-01   1.2144015e-01  -2.2568188e-03  -7.0763044e-01   1.8525099e-02  -1.7242213e-02  -2.8621917e-04   1.1863433e-01  -3.9571403e-02   4.3205333e-03   3.7123022e-05
   4.5000000e-02   2.3647297e-01  -1.4075749e-01   1.2132499e-01  -2.3468997e-03  -7.0670418e-01   1.8734607e-02  -1.7256524e-02  -2.8618097e-04   1.1665576e-01  -4.1406427e-02   4.3223895e-03   3.7283775e-05
   4.7500000e-02   2.2955649e-01  -1.3431931e-01   1.2120598e-01  -2.4356167e-03  -7.0576746e-01   1.8883949e-02  -1.7270833e-02  -2.8601352e-04   1.1458544e-01  -4.3206238e-02   4.3242536e-03   3.7409139e-05
   5.0000000e-02   2.2300428e-01  -1.2811335e-01   1.2108192e-01  -2.5225454e-03  -7.0482326e-01   1.8977528e-02  -1.7285134e-02  -2.8572601e-04   1.1242513e-01  -4.4972024e-02   4.3261241e-03   3.7501073e-05
   5.2500000e-02   2.1678182e-01  -1.2211542e-01   1.2095319e-01  -2.6078214e-03  -7.0387438e-01   1.9019372e-02  -1.7299420e-02  -2.8532687e-04   1.1017653e-01  -4.6704911e-02   4.3279992e-03   3.7561393e-05
   5.5000000e-02   2.1081298e-01  -1.1627625e-01   1.2082083e-01  -2.6918097e-03  -7.0292341e-01   1.9012790e-02  -1.7313686e-02  -2.8482303e-04   1.0784129e-01  -4.8405910e-02   4.3298772e-03   3.7591666e-05
   5.7500000e-02   2.0509356e-01  -1.1059246e-01   1.2068487e-01  -2.7745214e-03  -7.0197278e-01   1.8960995e-02  -1.7327927e-02  -2.8422120e-04   1.0542099e-01  -5.0076021e-02   4.3317568e-03   3.7593423e-05
   6.0000000e-02   1.9974629e-01  -1.0513754e-01   1.2054346e-01  -2.8552933e-03  -7.0102473e-01   1.8868187e-02  -1.7342138e-02  -2.8353002e-04   1.0291719e-01  -5.1716389e-02   4.3336365e-03   3.7568469e-05
   6.2500000e-02   1.9463683e-01  -9.9826638e-02   1.2039849e-01  -2.9348024e-03  -7.0008132e-01   1.8737349e-02  -1.7356315e-02  -2.8275566e-04   1.0033137e-01  -5.3327966e-02   4.3355149e-03   3.7518214e-05
   6.5000000e-02   1.8974682e-01  -9.4647781e-02   1.2025022e-01  -3.0131381e-03  -6.9914445e-01   1.8571256e-02  -1.7370453e-02  -2.8190384e-04   9.7664978e-02  -5.4911671e-02   4.3373908e-03   3.7443985e-05
   6.7500000e-02   1.8513488e-01  -8.9634403e-02   1.2009772e-01  -3.0899702e-03  -6.9821589e-01   1.8373123e-02  -1.7384548e-02  -2.8098114e-04   9.4919397e-02  -5.6468476e-02   4.3392630e-03   3.7347210e-05
   7.0000000e-02   1.8080654e-01  -8.4786533e-02   1.1994085e-01  -3.1652425e-03  -6.9729723e-01   1.8146152e-02  -1.7398597e-02  -2.7999407e-04   9.2095975e-02  -5.7999341e-02   4.3411304e-03   3.7229281e-05
   7.2500000e-02   1.7667920e-01  -8.0054188e-02   1.1978083e-01  -3.2393967e-03  -6.9638993e-01   1.7892793e-02  -1.7412597e-02  -2.7894761e-04   8.9196010e-02  -5.9505108e-02   4.3429918e-03   3.7091348e-05
   7.5000000e-02   1.7274798e-01  -7.5433803e-02   1.1961774e-01  -3.3124546e-03  -6.9549529e-01   1.7615408e-02  -1.7426544e-02  -2.7784655e-04   8.6220757e-02  -6.0986599e-02   4.3448464e-03   3.6934514e-05
   7.7500000e-02   1.6913479e-01  -7.0990538e-02   1.1944958e-01  -3.3837072e-03  -6.9461452e-01   1.7317328e-02  -1.7440436e-02  -2.7669756e-04   8.3171429e-02  -6.2444743e-02   4.3466931e-03   3.6760095e-05
   8.0000000e-02   1.6569748e-01  -6.6642656e-02   1.1927858e-01  -3.4539479e-03  -6.9374865e-01   1.7000639e-02  -1.7454271e-02  -2.7550481e-04   8.0049194e-02  -6.3880298e-02   4.3485311e-03   3.6569053e-05
   8.2500000e-02   1.6243459e-01  -6.2388776e-02   1.1910476e-01  -3.5231820e-03  -6.9289862e-01   1.6667376e-02  -1.7468046e-02  -2.7427237e-04   7.6855181e-02  -6.5293999e-02   4.3503596e-03   3.6362309e-05
   8.5000000e-02   1.5944428e-01  -5.8278058e-02   1.1892648e-01  -3.5908261e-03  -6.9206525e-01   1.6320343e-02  -1.7481760e-02  -2.7300578e-04   7.3590484e-02  -6.6686655e-02   4.3521777e-03   3.6140926e-05
   8.7500000e-02   1.5664546e-01  -5.4264500e-02   1.1874503e-01  -3.6573401e-03  -6.9124924e-01   1.5961621e-02  -1.7495410e-02  -2.7170914e-04   7.0256153e-02  -6.8058973e-02   4.3539847e-03   3.5905761e-05
   9.0000000e-02   1.5400466e-01  -5.0330026e-02   1.1856096e-01  -3.7229179e-03  -6.9045116e-01   1.5592977e-02  -1.7508996e-02  -2.7038590e-04   6.6853207e-02  -6.9411607e-02   4.3557800e-03   3.5657569e-05
   9.2500000e-02   1.5158871e-01  -4.6505362e-02   1.1837313e-01  -3.7871549e-03  -6.8967151e-01   1.5216689e-02  -1.7522515e-02  -2.6904051e-04   6.3382629e-02  -7.0745246e-02   4.3575629e-03   3.5397173e-05
   9.5000000e-02   1.4937815e-01  -4.2776805e-02   1.1818183e-01  -3.8501562e-03  -6.8891067e-01   1.4834830e-02  -1.7535967e-02  -2.6767696e-04   5.9845369e-02  -7.2060535e-02   4.3593327e-03   3.5125313e-05
