  -1.5850100e+01   7.9596029e-01
  -1.5850100e+01  -7.9596029e-01
  -1.2812734e+01   7.1669823e-01
  -1.2812734e+01  -7.1669823e-01
  -1.0093697e+01   6.3716645e-01
  -1.0093697e+01  -6.3716645e-01
  -7.6939323e+00   5.5731680e-01
  -7.6939323e+00  -5.5731680e-01
  -5.6145178e+00   4.7703489e-01
  -5.6145178e+00  -4.7703489e-01
  -3.8568966e+00   3.9605660e-01
  -3.8568966e+00  -3.9605660e-01
  -2.4234441e+00   3.1376178e-01
  -2.4234441e+00  -3.1376178e-01
  -1.3191312e+00   2.2870822e-01
  -1.3191312e+00  -2.2870822e-01
  -5.4976793e-01   1.3628337e-01
  -5.4976793e-01  -1.3628337e-01
  -4.1937873e-01   0.0000000e+00
  -3.0372931e-01   0.0000000e+00
  -6.2401933e-04   0.0000000e+00
