   0.0000000e+00   6.4664587e+00   1.8479813e+00   6.1872557e-02  -4.2135365e-03   1.2659651e+00  -4.0758541e-02  -2.8534460e-03   2.0962543e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   2.5000000e-03   6.5412634e+00   1.8456842e+00   6.1704508e-02  -4.0892222e-03   1.2643142e+00  -5.3852922e-02  -2.7685395e-03   2.1374771e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   5.0000000e-03   6.6159591e+00   1.8426148e+00   6.1541536e-02  -3.9624682e-03   1.2621329e+00  -6.7211751e-02  -2.6819634e-03   2.1787618e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   7.5000000e-03   6.6905141e+00   1.8387574e+00   6.1383741e-02  -3.8332708e-03   1.2594106e+00  -8.0832622e-02  -2.5937150e-03   2.2200877e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.0000000e-02   6.7648963e+00   1.8340964e+00   6.1231220e-02  -3.7016276e-03   1.2561366e+00  -9.4712868e-02  -2.5037928e-03   2.2614334e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.2500000e-02   6.8390774e+00   1.8286318e+00   6.1083973e-02  -3.5675819e-03   1.2523003e+00  -1.0884950e-01  -2.4121960e-03   2.3027768e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.5000000e-02   6.9130194e+00   1.8223291e+00   6.0942226e-02  -3.4310755e-03   1.2478915e+00  -1.2323933e-01  -2.3189245e-03   2.3440953e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   1.7500000e-02   6.9866890e+00   1.8151761e+00   6.0806057e-02  -3.2921188e-03   1.2428998e+00  -1.3787884e-01  -2.2239796e-03   2.3853655e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   2.0000000e-02   7.0600515e+00   1.8071581e+00   6.0675566e-02  -3.1507146e-03   1.2373152e+00  -1.5276423e-01  -2.1273630e-03   2.4265635e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
   2.2500000e-02   7.1330774e+00   1.7982749e+00   6.0550757e-02  -3.0069066e-03   1.2311276e+00  -1.6789133e-01  -2.0290777e-03   2.4676644e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
